sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
MS04-M-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Gobi HeatTec&reg; Tee-M-Black","<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",29.000000,,,,gobi-heattec-reg-tee-m-black,,,,/m/s/ms04-black_main_1.jpg,,/m/s/ms04-black_main_1.jpg,,/m/s/ms04-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=M",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms04-black_main_1.jpg,,,,,,,,,,,,,,
MS04-L-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Gobi HeatTec&reg; Tee-L-Black","<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",29.000000,,,,gobi-heattec-reg-tee-l-black,,,,/m/s/ms04-black_main_1.jpg,,/m/s/ms04-black_main_1.jpg,,/m/s/ms04-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=L",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms04-black_main_1.jpg,,,,,,,,,,,,,,
MS04-XL-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Gobi HeatTec&reg; Tee-XL-Black","<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",29.000000,,,,gobi-heattec-reg-tee-xl-black,,,,/m/s/ms04-black_main_1.jpg,,/m/s/ms04-black_main_1.jpg,,/m/s/ms04-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=XL",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms04-black_main_1.jpg,,,,,,,,,,,,,,
MS05-XS-Black,,Top,simple,"Default Category/Men/Tops/Tees,Default Category/Collections/Eco Friendly,Default Category",base,"Helios EverCool&trade; Tee-XS-Black","<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",24.000000,,,,helios-evercool-trade-tee-xs-black,,,,/m/s/ms05-black_main_1.jpg,,/m/s/ms05-black_main_1.jpg,,/m/s/ms05-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=XS",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms05-black_main_1.jpg,,,,,,,,,,,,,,
MS05-S-Black,,Top,simple,"Default Category/Men/Tops/Tees,Default Category/Collections/Eco Friendly,Default Category",base,"Helios EverCool&trade; Tee-S-Black","<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",24.000000,,,,helios-evercool-trade-tee-s-black,,,,/m/s/ms05-black_main_1.jpg,,/m/s/ms05-black_main_1.jpg,,/m/s/ms05-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=S",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms05-black_main_1.jpg,,,,,,,,,,,,,,
MS05-M-Black,,Top,simple,"Default Category/Men/Tops/Tees,Default Category/Collections/Eco Friendly,Default Category",base,"Helios EverCool&trade; Tee-M-Black","<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",24.000000,,,,helios-evercool-trade-tee-m-black,,,,/m/s/ms05-black_main_1.jpg,,/m/s/ms05-black_main_1.jpg,,/m/s/ms05-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=M",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms05-black_main_1.jpg,,,,,,,,,,,,,,
MS05-L-Black,,Top,simple,"Default Category/Men/Tops/Tees,Default Category/Collections/Eco Friendly,Default Category",base,"Helios EverCool&trade; Tee-L-Black","<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",24.000000,,,,helios-evercool-trade-tee-l-black,,,,/m/s/ms05-black_main_1.jpg,,/m/s/ms05-black_main_1.jpg,,/m/s/ms05-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=L",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms05-black_main_1.jpg,,,,,,,,,,,,,,
MS05-XL-Black,,Top,simple,"Default Category/Men/Tops/Tees,Default Category/Collections/Eco Friendly,Default Category",base,"Helios EverCool&trade; Tee-XL-Black","<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",24.000000,,,,helios-evercool-trade-tee-xl-black,,,,/m/s/ms05-black_main_1.jpg,,/m/s/ms05-black_main_1.jpg,,/m/s/ms05-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=XL",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms05-black_main_1.jpg,,,,,,,,,,,,,,
MS09-XS-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Ryker LumaTech&trade; Tee (Crew-neck)-XS-Black","<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",32.000000,,,,ryker-lumatech-trade-tee-crew-neck-xs-black,,,,/m/s/ms09-black_main_1.jpg,,/m/s/ms09-black_main_1.jpg,,/m/s/ms09-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=XS",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms09-black_main_1.jpg,,,,,,,,,,,,,,
MS09-S-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Ryker LumaTech&trade; Tee (Crew-neck)-S-Black","<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",32.000000,,,,ryker-lumatech-trade-tee-crew-neck-s-black,,,,/m/s/ms09-black_main_1.jpg,,/m/s/ms09-black_main_1.jpg,,/m/s/ms09-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=S",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms09-black_main_1.jpg,,,,,,,,,,,,,,
MS09-M-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Ryker LumaTech&trade; Tee (Crew-neck)-M-Black","<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",32.000000,,,,ryker-lumatech-trade-tee-crew-neck-m-black,,,,/m/s/ms09-black_main_1.jpg,,/m/s/ms09-black_main_1.jpg,,/m/s/ms09-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=M",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms09-black_main_1.jpg,,,,,,,,,,,,,,
MS09-L-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Ryker LumaTech&trade; Tee (Crew-neck)-L-Black","<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",32.000000,,,,ryker-lumatech-trade-tee-crew-neck-l-black,,,,/m/s/ms09-black_main_1.jpg,,/m/s/ms09-black_main_1.jpg,,/m/s/ms09-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=L",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms09-black_main_1.jpg,,,,,,,,,,,,,,
MS09-XL-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Ryker LumaTech&trade; Tee (Crew-neck)-XL-Black","<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",32.000000,,,,ryker-lumatech-trade-tee-crew-neck-xl-black,,,,/m/s/ms09-black_main_1.jpg,,/m/s/ms09-black_main_1.jpg,,/m/s/ms09-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=XL",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms09-black_main_1.jpg,,,,,,,,,,,,,,
MS12-XS-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Atomic Endurance Running Tee (Crew-Neck)-XS-Black","<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",29.000000,,,,atomic-endurance-running-tee-crew-neck-xs-black,,,,/m/s/ms12-black_main_1.jpg,,/m/s/ms12-black_main_1.jpg,,/m/s/ms12-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=XS",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms12-black_main_1.jpg,,,,,,,,,,,,,,
MS12-S-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Atomic Endurance Running Tee (Crew-Neck)-S-Black","<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",29.000000,,,,atomic-endurance-running-tee-crew-neck-s-black,,,,/m/s/ms12-black_main_1.jpg,,/m/s/ms12-black_main_1.jpg,,/m/s/ms12-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=S",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms12-black_main_1.jpg,,,,,,,,,,,,,,
MS12-M-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Atomic Endurance Running Tee (Crew-Neck)-M-Black","<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",29.000000,,,,atomic-endurance-running-tee-crew-neck-m-black,,,,/m/s/ms12-black_main_1.jpg,,/m/s/ms12-black_main_1.jpg,,/m/s/ms12-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=M",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms12-black_main_1.jpg,,,,,,,,,,,,,,
MS12-L-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Atomic Endurance Running Tee (Crew-Neck)-L-Black","<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",29.000000,,,,atomic-endurance-running-tee-crew-neck-l-black,,,,/m/s/ms12-black_main_1.jpg,,/m/s/ms12-black_main_1.jpg,,/m/s/ms12-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=L",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms12-black_main_1.jpg,,,,,,,,,,,,,,
MS12-XL-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Atomic Endurance Running Tee (Crew-Neck)-XL-Black","<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",29.000000,,,,atomic-endurance-running-tee-crew-neck-xl-black,,,,/m/s/ms12-black_main_1.jpg,,/m/s/ms12-black_main_1.jpg,,/m/s/ms12-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=XL",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms12-black_main_1.jpg,,,,,,,,,,,,,,
MS01-XS-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Aero Daily Fitness Tee-XS-Black","<p>Need an everyday action tee that helps keep you dry? The Aero Daily Fitness Tee is made of 100% polyester wicking knit that funnels moisture away from your skin. Don't be fooled by its classic style; this tee hides premium performance technology beneath its unassuming look.</p>
<p>Relaxed fit. <br />Short-Sleeve. <br />Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",24.000000,,,,aero-daily-fitness-tee-xs-black,,,,/m/s/ms01-black_main_1.jpg,,/m/s/ms01-black_main_1.jpg,,/m/s/ms01-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=XS",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms01-black_main_1.jpg,,,,,,,,,,,,,,
MS01-S-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Aero Daily Fitness Tee-S-Black","<p>Need an everyday action tee that helps keep you dry? The Aero Daily Fitness Tee is made of 100% polyester wicking knit that funnels moisture away from your skin. Don't be fooled by its classic style; this tee hides premium performance technology beneath its unassuming look.</p>
<p>Relaxed fit. <br />Short-Sleeve. <br />Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",24.000000,,,,aero-daily-fitness-tee-s-black,,,,/m/s/ms01-black_main_1.jpg,,/m/s/ms01-black_main_1.jpg,,/m/s/ms01-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=S",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms01-black_main_1.jpg,,,,,,,,,,,,,,
MS01-M-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Aero Daily Fitness Tee-M-Black","<p>Need an everyday action tee that helps keep you dry? The Aero Daily Fitness Tee is made of 100% polyester wicking knit that funnels moisture away from your skin. Don't be fooled by its classic style; this tee hides premium performance technology beneath its unassuming look.</p>
<p>Relaxed fit. <br />Short-Sleeve. <br />Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",24.000000,,,,aero-daily-fitness-tee-m-black,,,,/m/s/ms01-black_main_2.jpg,,/m/s/ms01-black_main_2.jpg,,/m/s/ms01-black_main_2.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=M",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms01-black_main_2.jpg,,,,,,,,,,,,,,
MS01-L-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Aero Daily Fitness Tee-L-Black","<p>Need an everyday action tee that helps keep you dry? The Aero Daily Fitness Tee is made of 100% polyester wicking knit that funnels moisture away from your skin. Don't be fooled by its classic style; this tee hides premium performance technology beneath its unassuming look.</p>
<p>Relaxed fit. <br />Short-Sleeve. <br />Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",24.000000,,,,aero-daily-fitness-tee-l-black,,,,/m/s/ms01-black_main_2.jpg,,/m/s/ms01-black_main_2.jpg,,/m/s/ms01-black_main_2.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=L",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms01-black_main_2.jpg,,,,,,,,,,,,,,
MS01-XL-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Aero Daily Fitness Tee-XL-Black","<p>Need an everyday action tee that helps keep you dry? The Aero Daily Fitness Tee is made of 100% polyester wicking knit that funnels moisture away from your skin. Don't be fooled by its classic style; this tee hides premium performance technology beneath its unassuming look.</p>
<p>Relaxed fit. <br />Short-Sleeve. <br />Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",24.000000,,,,aero-daily-fitness-tee-xl-black,,,,/m/s/ms01-black_main_2.jpg,,/m/s/ms01-black_main_2.jpg,,/m/s/ms01-black_main_2.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=XL",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms01-black_main_2.jpg,,,,,,,,,,,,,,
MS02-XS-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Ryker LumaTech&trade; Tee (V-neck)-XS-Black","<p>Don't be fooled by its classic style; the Ryker LumaTech&trade; Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.</p>
<p>&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",28.000000,,,,ryker-lumatech-trade-tee-v-neck-xs-black,,,,/m/s/ms02-black_main_1.jpg,,/m/s/ms02-black_main_1.jpg,,/m/s/ms02-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=XS",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms02-black_main_1.jpg,,,,,,,,,,,,,,
MS02-S-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Ryker LumaTech&trade; Tee (V-neck)-S-Black","<p>Don't be fooled by its classic style; the Ryker LumaTech&trade; Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.</p>
<p>&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",28.000000,,,,ryker-lumatech-trade-tee-v-neck-s-black,,,,/m/s/ms02-black_main_1.jpg,,/m/s/ms02-black_main_1.jpg,,/m/s/ms02-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=S",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms02-black_main_1.jpg,,,,,,,,,,,,,,
MS02-M-Black,,Top,simple,"Default Category/Men/Tops/Tees",base,"Ryker LumaTech&trade; Tee (V-neck)-M-Black","<p>Don't be fooled by its classic style; the Ryker LumaTech&trade; Tee embodies the future of performance apparel. Its featherweight blend of fabrics wicks away moisture to keep you cool and dry, whether racking up miles, hitting three pointers or strutting the boardwalk.</p>
<p>&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",28.000000,,,,ryker-lumatech-trade-tee-v-neck-m-black,,,,/m/s/ms02-black_main_1.jpg,,/m/s/ms02-black_main_1.jpg,,/m/s/ms02-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=M",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/ms02-black_main_1.jpg,,,,,,,,,,,,,,
